relative_path,true_label,predicted_label,confidence,routing,repeat,voronoi_ms,voronoi_status,colorwheel_analysis_ms,colorwheel_worker_wall_ms,colorwheel_status,downstream_total_ms,overall_status
mixed/mixed_08.jpeg,mixed,mixed,0.8115888833999634,voronoi+colorwheel,2,17251.467300000513,completed,,120097.5451000013,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,17251.467300000513,partial_or_failed
mixed/mixed_08.jpeg,mixed,mixed,0.8115888833999634,voronoi+colorwheel,3,17217.09270000065,completed,,120083.06459999949,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,17217.09270000065,partial_or_failed
mixed/mixed_09.png,mixed,mixed,0.9798629879951477,voronoi+colorwheel,1,12738.835999996809,completed,,120074.8496999986,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,12738.835999996809,partial_or_failed
mixed/mixed_09.png,mixed,mixed,0.9798629879951477,voronoi+colorwheel,2,12750.343499999872,completed,,120083.77130000008,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,12750.343499999872,partial_or_failed
mixed/mixed_09.png,mixed,mixed,0.9798629879951477,voronoi+colorwheel,3,12638.172199996916,completed,,120071.80040000094,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,12638.172199996916,partial_or_failed
mixed/mixed_10.png,mixed,mixed,0.9174965620040894,voronoi+colorwheel,1,9317.322400002013,completed,,120090.38169999985,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,9317.322400002013,partial_or_failed
mixed/mixed_10.png,mixed,mixed,0.9174965620040894,voronoi+colorwheel,2,9198.311199997988,completed,,120080.37730000069,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,9198.311199997988,partial_or_failed
mixed/mixed_10.png,mixed,mixed,0.9174965620040894,voronoi+colorwheel,3,9643.021100000624,completed,,120086.36259999912,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,9643.021100000624,partial_or_failed
mixed/mixed_11.png,mixed,mixed,0.9750034809112549,voronoi+colorwheel,1,13910.864299999957,completed,,120090.80769999855,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,13910.864299999957,partial_or_failed
mixed/mixed_11.png,mixed,mixed,0.9750034809112549,voronoi+colorwheel,2,14075.457700000698,completed,,120097.62740000224,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,14075.457700000698,partial_or_failed
mixed/mixed_11.png,mixed,mixed,0.9750034809112549,voronoi+colorwheel,3,13849.518800001533,completed,,120094.70449999935,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,13849.518800001533,partial_or_failed
